hour,is_peak_hour,weather_condition,brt_lane_isolated,avg_speed_kmh,conflict_risk_index,delay_minutes
6,0,0,1,31.68984021771238,0.48339776752158536,0.0
12,0,0,1,15.87465558066267,0.9709685423503441,0.0
13,0,0,1,42.21746833069217,0.6919888449453401,0.0
6,0,0,1,19.688511286493288,0.6079558423050907,0.0
8,1,1,1,21.602660306141598,0.9396609629754046,6.959356833101016
13,0,1,1,30.54828529342939,0.6278606029337038,0.0
20,0,0,0,36.303442990118384,0.5734742665756627,0.0
10,0,0,0,17.871871642331918,0.7833797696351847,1.5253934026678941
8,1,0,0,24.530840926414864,0.74139905708789,4.2657252695621555
6,0,0,1,44.060238167230715,0.2738440075675895,0.0
20,0,0,0,22.870289003428372,0.5241774471167091,1.6493293806107077
13,0,1,1,24.391504351894405,0.5252638985376268,0.0
7,1,0,1,40.094954718541004,0.44040206371901036,0.0
8,1,0,0,16.50643295071366,0.5655641339370279,5.288503873120084
19,1,0,1,28.938395064269123,0.4717966579544298,1.1495592446693101
19,1,1,1,26.388502933550107,0.27941094052406484,2.6410056075666635
16,0,1,0,24.497602797259535,0.471129838547213,2.883070152279763
21,0,1,1,23.570987821342936,0.16504925281585894,0.0
9,1,0,0,17.741223145812278,0.6182072764969704,5.657781913029451
10,0,0,1,24.444774880549467,0.8682890940470007,0.0
19,1,1,1,16.291572081470058,0.7527583759190997,5.855319616578334
21,0,0,1,38.42891590933306,0.42435463604870016,0.0
12,0,0,1,26.94683381874035,0.17836408501957737,0.0
15,0,1,1,28.31711496959735,0.2819344593027437,0.0
12,0,1,1,41.80783759350395,0.5909413064453521,0.0
6,0,0,0,34.74164951583663,0.2863513750447296,0.0
21,0,0,0,15.241773100263593,0.5895758001564708,3.2111225462224224
9,1,0,1,43.29524468883855,0.308439122287509,0.0
7,1,0,1,22.114333979331334,0.8640314825284655,3.234022206942185
6,0,0,1,18.228425542795765,0.4575443255564138,0.0
20,0,1,1,38.04384535142647,0.320995563350042,0.0
10,0,1,1,30.014319476001546,0.8310935622223554,1.2030077805730888
16,0,1,0,28.013116980540527,0.4085550683249056,2.5661522252055597
15,0,0,1,22.48509239048225,0.20033891905490375,0.0
7,1,1,1,31.424144695869558,0.6133685422632774,2.7213071870638115
8,1,1,0,23.231538156077626,0.6234077839941898,8.105277897004118
17,1,0,0,42.04749015861203,0.7432261077121608,2.1290789135628394
10,0,1,0,21.456134391995782,0.31619748988754703,1.0990899216531855
10,0,1,1,41.5306545136726,0.4993942051830206,0.0
11,0,0,1,31.78216277182071,0.3541311271383907,0.0
14,0,0,0,39.85464401685723,0.17285836250411932,0.0
7,1,0,0,36.38537987582865,0.8889524443143024,3.7570977427296888
17,1,0,1,35.900853343102455,0.755982824039507,0.2873580934976267
8,1,0,1,24.730374230851673,0.3713167535129206,0.06809164681878171
17,1,1,1,22.016907944166103,0.6394356935847877,5.480042964471501
22,0,0,1,21.326586830423643,0.2811374093210252,0.0
15,0,0,1,40.71574971178766,0.9012129596161939,0.0
19,1,0,1,39.6128046077706,0.20341570902571926,0.0
22,0,0,1,28.217205840369218,0.10345343095702081,0.0
22,0,0,1,18.972138404893638,0.5518073779652639,0.0
19,1,0,0,26.46756755932375,0.6248150411075823,3.5951076536096314
14,0,0,0,33.580303624107344,0.6210687882662239,0.0
13,0,0,0,28.632094634398584,0.14906073469404368,0.0
7,1,0,1,38.40567805448985,0.3826394262265892,0.0
18,1,0,1,44.92868466754156,0.5492790521571986,0.0
12,0,1,1,20.733962653466904,0.2949212670645168,0.0
14,0,0,0,28.789524589787174,0.8853632969373068,1.5194561634146522
16,0,1,1,27.92951705762466,0.17839836051529062,0.0
19,1,0,1,24.134775982468526,0.5386459975048385,1.1490834104334708
9,1,0,0,20.942865501608686,0.7222744517618368,5.638132658528999
18,1,1,1,16.970763494689777,0.33557599012103423,3.9773852716861193
7,1,0,1,41.613579516710956,0.6618166632977663,0.0
10,0,0,1,27.595460930589528,0.8464466351281371,0.0
16,0,0,0,29.906865555001467,0.2713032775855428,0.0
11,0,0,0,42.508261446027475,0.9254985326423766,0.20109562413255497
15,0,0,1,38.28871432547844,0.5982026793961223,0.0
9,1,0,0,18.915037923515527,0.36930880387095455,5.000819378605586
14,0,0,1,31.962599028232273,0.4877724478440437,0.0
11,0,0,1,28.267568295586774,0.38097269540774914,0.0
7,1,0,1,38.91633217736288,0.7526000439399845,0.07236203988117451
22,0,1,1,36.726976428358476,0.816670597073619,0.0
10,0,2,1,35.71217165733216,0.8496436530867949,5.869759262224485
11,0,0,0,25.216345064396904,0.987191424627167,3.241482928561355
17,1,1,1,39.148911911977635,0.8121558632470152,2.4729042735719187
15,0,0,1,16.571738867845838,0.641245663619707,0.0
11,0,0,1,19.788747042965017,0.4052982685526054,0.0
13,0,0,0,25.068698189337354,0.5901359038396745,1.635678206573302
7,1,1,1,17.30422323207844,0.1369613555113649,2.5031236083777486
17,1,0,1,22.049828326040746,0.7703425679769218,0.0
18,1,0,0,39.904529489937545,0.5013599905828916,2.3390535807307957
12,0,0,0,43.447546133702375,0.11802090675896887,0.0
15,0,1,0,24.138070673225712,0.15625624735936974,0.0
18,1,1,1,22.935474119665145,0.448719817439581,3.474217827281581
22,0,1,0,23.396779567392805,0.6250793671165916,2.7723508712523532
19,1,0,0,23.331572620525314,0.517783554056914,2.420214097443723
7,1,0,1,16.07790546557919,0.6572838855629394,3.7831364614221794
16,0,0,1,42.80749038993324,0.5322648329122203,0.0
6,0,0,0,21.410944247109853,0.6955334609332121,0.6692881444987941
9,1,0,0,27.60012222244215,0.2972134582037208,2.045472182707711
16,0,0,0,15.290606482229032,0.20155886846525928,0.0
13,0,2,0,40.738652727451715,0.6367905591630939,6.876398130126172
16,0,1,1,36.93472033364752,0.5362205652426767,0.0
9,1,1,0,43.4026810552111,0.12418088864044177,2.9738328232325038
22,0,2,0,38.44846437589197,0.44243369694373225,4.4881839261558625
12,0,0,1,24.41119536156196,0.19551302694189593,0.0
13,0,0,1,22.43620076185271,0.5782211485774257,0.0
8,1,2,1,35.931489226598785,0.45619991169438767,5.782350442561617
7,1,0,1,25.923383250314984,0.6518367199927161,0.41114028822558923
20,0,1,1,31.986450472578497,0.8250419968932144,0.08792242847804266
